Time [s],Value,Parity Error,Framing Error
0.000000016000000,0,,Error
3.018154440000000,255,,
3.174345606000000,240,,
3.178512712000000,240,,
3.182679774000000,10,,
3.186846824000000,112,,
3.191013772000000,255,,
3.195180344000000,255,,
3.199346996000000,0,,
3.203514128000000,58,,
3.207680956000000,178,,
3.211847704000000,160,,
3.311844552000000,240,,
3.316011396000000,240,,
3.320178102000000,10,,
3.324344886000000,112,,
3.328511590000000,255,,
3.332677850000000,224,,
3.336844612000000,0,,
3.341011442000000,98,,
3.345178052000000,187,,
3.349344452000000,160,,
3.900763758000000,0,,Error
4.055732000000000,240,,
4.059898898000000,240,,
4.064065760000000,11,,
4.068232642000000,96,,
4.072399434000000,112,,
4.076566320000000,224,,
4.080733128000000,97,,
4.084899880000000,49,,
4.089066734000000,0,,
4.093233520000000,77,,
4.097400376000000,160,,
4.105114230000000,240,,
4.109280548000000,240,,
4.113446952000000,21,,
4.117613436000000,112,,
4.121779782000000,255,,
4.125946002000000,224,,
4.130112424000000,160,,
4.134278944000000,49,,
4.138445436000000,64,,
4.142611944000000,0,,
4.146778692000000,0,,
4.150945208000000,112,,
4.155111462000000,92,,
4.159277750000000,102,,
4.163444020000000,0,,
4.167610556000000,94,,
4.171776678000000,0,,
4.175943380000000,0,,
4.180109886000000,0,,
4.184276474000000,5,,
4.188442776000000,160,,
4.330736538000000,240,,
4.334903384000000,240,,
4.339070206000000,11,,
4.343236936000000,96,,
4.347403822000000,112,,
4.351570532000000,224,,
4.355737392000000,97,,
4.359904088000000,49,,
4.364070804000000,0,,
4.368237620000000,77,,
4.372404284000000,160,,
4.380507968000000,240,,
4.384674312000000,240,,
4.388840634000000,21,,
4.393007008000000,112,,
4.397173480000000,255,,
4.401339564000000,224,,
4.405505968000000,160,,
4.409672434000000,49,,
4.413838812000000,64,,
4.418005312000000,0,,
4.422171898000000,0,,
4.426338446000000,112,,
4.430504764000000,92,,
4.434670974000000,102,,
4.438837192000000,0,,
4.443003812000000,94,,
4.447169900000000,0,,
4.451336520000000,0,,
4.455502928000000,0,,
4.459669610000000,5,,
4.463835778000000,160,,
4.469998464000000,0,,Error
7.049014024000000,240,,
7.053181276000000,240,,
7.057347192000000,14,,
7.061513770000000,112,,
7.065680530000000,112,,
7.069846632000000,224,,
7.074013330000000,77,,
7.078179466000000,179,,
7.082345822000000,174,,
7.086512352000000,195,,
7.090679114000000,174,,
7.094844724000000,16,,
7.099012078000000,253,,
7.103178134000000,160,,
7.108593842000000,240,,
7.112760912000000,240,,
7.116926764000000,15,,
7.121093078000000,112,,
7.125259040000000,112,,
7.129425934000000,224,,
7.133591858000000,132,,
7.137758952000000,243,,
7.141925264000000,118,,
7.146091522000000,3,,
7.150257874000000,119,,
7.154423984000000,16,,
7.158590692000000,2,,
7.162757050000000,72,,
7.166923394000000,160,,
7.447413126000000,240,,
7.451579976000000,240,,
7.455746910000000,10,,
7.459913604000000,96,,
7.464080434000000,112,,
7.468247280000000,224,,
7.472414102000000,65,,
7.476580830000000,13,,
7.480747470000000,8,,
7.484914248000000,160,,
7.498142402000000,240,,
7.502308320000000,240,,
7.506474810000000,10,,
7.510641296000000,112,,
7.514807408000000,96,,
7.518974436000000,224,,
7.523140718000000,128,,
7.527307102000000,163,,
7.531473206000000,221,,
7.535639328000000,160,,
7.635628422000000,240,,
7.639795720000000,240,,
7.643962366000000,10,,
7.648128190000000,112,,
7.652294498000000,255,,
7.656460730000000,255,,
7.660626982000000,0,,
7.664793928000000,58,,
7.668960426000000,178,,
7.673126424000000,160,,
8.368668808000001,240,,
8.372835862000001,240,,
8.377002506000000,10,,
8.381169280000000,96,,
8.385336270000000,112,,
8.389502834000000,224,,
8.393669586000000,65,,
8.397836249999999,13,,
8.402003000000001,8,,
8.406170024000000,160,,
8.419724742000000,240,,
8.423891190000001,240,,
8.428057451999999,10,,
8.432224042000000,112,,
8.436390612000000,96,,
8.440556947999999,224,,
8.444723765999999,128,,
8.448890585999999,163,,
8.453056274000000,221,,
8.457222386000000,160,,
9.152423744000000,240,,
9.156590738000000,240,,
9.160757550000000,10,,
9.164924342000001,96,,
9.169091352000001,112,,
9.173258071999999,224,,
9.177424803999999,65,,
9.181591504000000,13,,
9.185758401999999,8,,
9.189924732000000,160,,
9.199237763999999,240,,
9.203403992000000,240,,
9.207570228000000,10,,
9.211736952000001,112,,
9.215903647999999,96,,
9.220069440000000,224,,
9.224236678000000,128,,
9.228402686000001,163,,
9.232568968000001,221,,
9.236734827999999,160,,
9.795431786000000,240,,
9.799598692000000,240,,
9.803765002000000,14,,
9.807931532000000,112,,
9.812098022000001,112,,
9.816264488000000,224,,
9.820430807999999,77,,
9.824597576000000,227,,
9.828763788000000,238,,
9.832930110000000,243,,
9.837096556000001,238,,
9.841262640000000,16,,
9.845429087999999,221,,
9.849595160000000,160,,
9.855011930000000,240,,
9.859178077999999,240,,
9.863344406000000,15,,
9.867510682000001,112,,
9.871677138000001,112,,
9.875843624000000,224,,
9.880010104000000,132,,
9.884176500000001,31,,
9.888342988000000,183,,
9.892509076000000,47,,
9.896675286000001,183,,
9.900841498000000,16,,
9.905008468000000,2,,
9.909175082000001,33,,
9.913341104000001,160,,
12.395196274000000,240,,
12.399362664000000,240,,
12.403529524000000,17,,
12.407696292000001,112,,
12.411862581999999,255,,
12.416028488000000,224,,
12.420195145999999,192,,
12.424361582000000,49,,
12.428528232000000,64,,
12.432694524000000,0,,
12.436861437999999,0,,
12.441027746000000,112,,
12.445194106000001,92,,
12.449360005999999,102,,
12.453526571999999,0,,
12.457692862000000,195,,
12.461859432000001,160,,
12.743498774000001,240,,
12.747664922000000,240,,
12.751831014000000,10,,
12.755997638000000,112,,
12.760164710000000,255,,
12.764330282000000,255,,
12.768496927999999,0,,
12.772663639999999,58,,
12.776830128000000,178,,
12.780996320000000,160,,
14.162038942000001,240,,
14.166205776000000,240,,
14.170372516000000,10,,
14.174539504000000,96,,
14.178706234000000,112,,
14.182873020000001,224,,
14.187039484000000,65,,
14.191206621999999,13,,
14.195373382000000,8,,
14.199540082000000,160,,
14.210866363999999,240,,
14.215032856000001,240,,
14.219199383999999,18,,
14.223365766000001,112,,
14.227532050000001,96,,
14.231698586000000,224,,
14.235864954000000,128,,
14.240031399999999,13,,
14.244198431999999,112,,
14.248364284000001,254,,
14.252530227999999,254,,
14.256696394000000,254,,
14.260862552000001,254,,
14.265028770000001,254,,
14.269195218000000,254,,
14.273361356000001,254,,
14.277527524000000,177,,
14.281693880000001,160,,
14.427874643999999,240,,
14.432041454000000,240,,
14.436208305999999,10,,
14.440375204000000,96,,
14.444541808000000,112,,
14.448708618000000,224,,
14.452875450000001,65,,
14.457042252000001,10,,
14.461208986000001,5,,
14.465375573999999,160,,
14.476676294000001,240,,
14.480842554000001,240,,
14.485008880000001,28,,
14.489175398000000,112,,
14.493341800000000,96,,
14.497508154000000,224,,
14.501675124000000,128,,
14.505841214000000,10,,
14.510007531999999,2,,
14.514174030000000,3,,
14.518340373999999,82,,
14.522506854000000,46,,
14.526672972000000,142,,
14.530839130000000,72,,
14.535005482000001,142,,
14.539171780000000,72,,
14.543338285999999,182,,
14.547504688000000,112,,
14.551670782000000,90,,
14.555837002000001,68,,
14.560003350000001,90,,
14.564169778000000,68,,
14.568336390000001,63,,
14.572501905999999,62,,
14.576668487999999,182,,
14.580834678000000,182,,
14.585000920000001,210,,
14.589167542000000,160,,
14.620377454000000,240,,
14.624544336000000,240,,
14.628711062000001,10,,
14.632877576000000,96,,
14.637044542000000,112,,
14.641211238000000,224,,
14.645378109999999,65,,
14.649544656000000,15,,
14.653711532000001,10,,
14.657878095999999,160,,
14.669159772000000,240,,
14.673326211999999,240,,
14.677492378000000,16,,
14.681659456000000,112,,
14.685825356000000,96,,
14.689991770000001,224,,
14.694158295999999,128,,
