Time [s],Value,Parity Error,Framing Error
14.698324720000000,15,,
14.702490773999999,112,,
14.706657229999999,102,,
14.710823418000000,92,,
14.714989758000000,82,,
14.719156020000000,84,,
14.723322244000000,82,,
14.727488749999999,121,,
14.731654834000000,160,,
14.877044758000000,240,,
14.881211636000000,240,,
14.885378402000001,10,,
14.889544960000000,96,,
14.893711916000001,112,,
14.897878631999999,224,,
14.902045458000000,73,,
14.906212205999999,24,,
14.910378980000001,27,,
14.914545803999999,160,,
14.930801733999999,240,,
14.934968208000001,240,,
14.939134160000000,28,,
14.943300952000000,112,,
14.947467374000000,96,,
14.951633943999999,224,,
14.955800490000000,128,,
14.959966908000000,24,,
14.964133395999999,72,,
14.968299566000001,87,,
14.972466386000001,83,,
14.976632201999999,45,,
14.980798357999999,56,,
14.984964624000000,48,,
14.989131446000000,52,,
14.993297752000000,88,,
14.997463688000000,87,,
15.001630038000000,72,,
15.005796395999999,77,,
15.009962760000001,51,,
15.014129332000000,45,,
15.018295578000000,69,,
15.022461456000000,32,,
15.026628208000000,32,,
15.030794486000000,1,,
15.034961422000000,53,,
15.039127261999999,126,,
15.043292954000000,160,,
15.188713350000000,240,,
15.192880157999999,240,,
15.197047010000000,10,,
15.201213698000000,96,,
15.205380507999999,112,,
15.209547012000000,224,,
15.213714103999999,73,,
15.217880714000000,24,,
15.222047502000001,27,,
15.226214204000000,160,,
15.242439916000000,240,,
15.246606480000001,240,,
15.250772632000000,28,,
15.254939112000001,112,,
15.259105522000000,96,,
15.263272371999999,224,,
15.267438906000001,128,,
15.271605306000000,24,,
15.275771852000000,72,,
15.279937900000000,87,,
15.284104326000000,83,,
15.288270546000000,45,,
15.292436724000000,56,,
15.296602912000001,48,,
15.300769314000000,52,,
15.304935906000001,88,,
15.309102252000001,87,,
15.313268268000000,72,,
15.317434870000000,77,,
15.321601456000000,51,,
15.325767124000000,45,,
15.329933754000001,69,,
15.334100513999999,32,,
15.338266387999999,32,,
15.342432909999999,1,,
15.346599958000001,53,,
15.350765480000000,126,,
15.354932196000000,160,,
15.637882002000000,240,,
15.642048986000001,240,,
15.646215851999999,15,,
15.650382607999999,96,,
15.654549542000000,112,,
15.658716298000000,224,,
15.662883047999999,65,,
15.667049728000000,12,,
15.671216513999999,129,,
15.675383480000001,0,,
15.679549878000000,0,,
15.683716810000000,72,,
15.687883451999999,0,,
15.692050264000001,213,,
15.696216959999999,160,,
15.710314426000000,240,,
15.714480756000000,240,,
15.718647062000001,16,,
15.722813514000000,112,,
15.726980252000001,96,,
15.731146802000000,224,,
15.735313036000001,128,,
15.739479336000000,12,,
15.743645713999999,0,,
15.747813155999999,8,,
15.751978918000001,0,,
15.756145682000000,0,,
15.760311864000000,72,,
15.764478238000001,0,,
15.768644761999999,156,,
15.772810856000000,160,,
15.917467737999999,240,,
15.921634764000000,240,,
15.925801684000000,11,,
15.929968312000000,96,,
15.934135152000000,112,,
15.938302068000000,224,,
15.942468893999999,97,,
15.946635605999999,49,,
15.950802125999999,0,,
15.954969104000000,77,,
15.959135726000000,160,,
15.966959004000000,240,,
15.971124983999999,240,,
15.975291076000000,21,,
15.979457760000001,112,,
15.983623882000000,255,,
15.987789800000000,224,,
15.991956077999999,160,,
15.996122864000000,49,,
16.000289020000000,64,,
16.004455348000000,0,,
16.008622129999999,0,,
16.012788692000001,112,,
16.016954951999999,92,,
16.021121074000000,102,,
16.025287354000000,0,,
16.029453797999999,94,,
16.033619944000002,0,,
16.037786516000001,0,,
16.041953033999999,0,,
16.046119630000000,5,,
16.050285936000002,160,,
17.342247365999999,240,,
17.346414048000000,240,,
17.350580482000002,11,,
17.354747079999999,112,,
17.358913657999999,112,,
17.363080627999999,224,,
17.367246798000000,1,,
17.371413457999999,33,,
17.375579741999999,11,,
17.379745942000000,248,,
17.383912356000000,160,,
17.392661182000001,240,,
17.396827682000001,240,,
17.400994182000002,10,,
17.405160691999999,112,,
17.409326942000000,112,,
17.413493612000000,224,,
17.417659835999999,128,,
17.421826299999999,161,,
17.425992758000000,235,,
17.430158729999999,160,,
17.713880620000001,240,,
17.718047210000002,240,,
17.722213948000000,17,,
17.726380408000001,112,,
17.730546862000001,255,,
17.734713238000001,224,,
17.738879844000000,192,,
17.743046150000001,49,,
17.747212833999999,65,,
17.751379365999998,0,,
17.755545840000000,0,,
17.759712199999999,112,,
17.763878565999999,92,,
17.768044840000002,102,,
17.772211448000000,0,,
17.776377986000000,196,,
17.780544041999999,160,,
17.970524023999999,240,,
17.974691230000001,240,,
17.978857630000000,10,,
17.983024323999999,112,,
17.987190435999999,255,,
17.991356805999999,255,,
17.995523152000001,0,,
17.999689839999998,58,,
18.003856052000000,178,,
18.008022522000001,160,,
23.151720439999998,240,,
23.155886976000001,240,,
23.160053353999999,10,,
23.164220214000000,112,,
23.168386754000000,255,,
23.172552511999999,255,,
23.176719024000001,0,,
23.180885809999999,58,,
23.185052148000000,178,,
23.189218616000002,160,,
28.332916284000000,240,,
28.337083098000001,240,,
28.341249533999999,10,,
28.345416102000002,112,,
28.349582961999999,255,,
28.353749048000001,255,,
28.357915282000000,0,,
28.362082092000001,58,,
28.366248150000001,178,,
28.370414663999998,160,,
33.514112705999999,240,,
33.518279210000003,240,,
33.522445777999998,10,,
33.526612428000000,112,,
33.530778882000000,255,,
33.534944981999999,255,,
33.539110974000003,0,,
33.543278839999999,58,,
33.547444720000001,178,,
33.551610857999997,160,,
38.695308619999999,240,,
38.699474807999998,240,,
38.703641836000003,10,,
38.707808733999997,112,,
38.711975043999999,255,,
38.716141296000004,255,,
38.720307321999996,0,,
38.724474035999997,58,,
38.728640415999998,178,,
38.732806883999999,160,,
40.525537401999998,240,,
40.529704238000001,240,,
40.533871036000001,15,,
40.538037866000003,96,,
40.542204624000000,112,,
40.546371495999999,224,,
40.550538230000001,65,,
40.554705110000000,12,,
40.558871744000001,129,,
40.563038650000003,0,,
40.567205317999999,0,,
40.571372099999998,72,,
40.575538745999999,0,,
40.579705642000000,213,,
40.583872548000002,160,,
40.598054398000002,240,,
40.602220785999997,240,,
40.606387175999998,16,,
40.610553752000001,112,,
40.614720011999999,96,,
40.618886551999999,224,,
40.623052977999997,128,,
40.627219398000001,12,,
40.631386006000000,0,,
40.635552470000000,8,,
40.639719288000002,0,,
40.643885531999999,0,,
40.648051956000003,72,,
40.652218320000003,0,,
40.656384713999998,156,,
40.660550860000001,160,,
43.555139625999999,240,,
43.559306478000003,240,,
43.563473283999997,11,,
43.567640271999998,96,,
43.571807143999997,112,,
43.575973433999998,224,,
43.580140505999999,97,,
43.584307334000002,49,,
43.588473790000002,0,,
43.592640715999998,77,,
43.596807165999998,160,,
43.605697634000002,240,,
43.609863988000001,240,,
43.614030403999998,21,,
43.618196845999996,112,,
43.622363161999999,255,,
43.626529486000003,224,,
43.630695633999999,160,,
43.634862490000003,49,,
43.639028498000002,65,,
43.643194901999998,0,,
43.647361699999998,0,,
43.651528331999998,112,,
43.655694601999997,92,,
43.659860512000002,102,,
43.664027150000003,0,,
43.668193668000001,93,,
43.672359579999998,0,,
43.676526103999997,0,,
43.680692796000002,0,,
43.684859256000003,5,,
43.689025758000000,160,,
43.881087934000000,240,,
43.885255106000002,240,,
43.889421442000000,10,,
43.893587930000002,112,,
43.897754652000003,255,,
43.901920629999999,255,,
43.906086856000002,0,,
43.910253554000001,58,,
43.914420088000000,178,,
43.918586222000002,160,,
47.686574831999998,240,,
47.690741551999999,240,,
47.694908304000002,17,,
47.699074693999997,112,,
47.703241128000002,255,,
47.707407431999997,224,,
47.711573973999997,192,,
47.715740535999998,49,,
47.719906901999998,65,,
47.724073494000002,0,,
47.728240683999999,16,,
47.732406662000002,112,,
47.736572776000003,92,,
47.740739245999997,102,,
47.744905308000000,0,,
47.749072034000001,212,,
47.753237902000002,160,,
49.043534888000003,240,,
49.047701494000002,240,,
49.051868014000000,10,,
49.056034824000001,112,,
49.060201456000001,255,,
49.064367627999999,255,,
49.068533688000002,0,,
49.072700298000001,58,,
49.076866813999999,178,,
49.081033236000003,160,,
54.316389010000002,240,,
54.320555744000004,240,,
54.324722240000000,10,,
54.328888910000003,112,,
54.333055352000002,255,,
54.337222240000003,255,,
54.341387846000003,0,,
54.345554761999999,58,,
54.349720937999997,178,,
54.353887671999999,160,,
59.589243289999999,240,,
59.593409801999996,240,,
59.597576138000001,10,,
59.601742926000000,112,,
59.605909265999998,255,,
59.610075588000001,255,,
59.614241514000000,0,,
59.618408440000003,58,,
59.622574708000002,178,,
59.626741191999997,160,,
64.862096879999996,240,,
64.866263668000002,240,,
64.870430392000003,10,,
64.874596773999997,112,,
64.878763504000005,255,,
64.882929402000002,255,,
64.887095721999998,0,,
64.891262385999994,58,,
64.895428714000005,178,,
64.899595313999995,160,,
70.134950734000000,240,,
70.139117478000003,240,,
70.143283788000005,10,,
70.147450440000000,112,,
70.151617142000006,255,,
70.155783091999993,255,,
70.159949757999996,0,,
70.164116269999994,58,,
70.168282218000002,178,,
70.172449040000004,160,,
70.592389011999998,240,,
70.596555906000006,240,,
70.600722795999999,15,,
70.604889552000003,96,,
70.609056174000003,112,,
70.613223153999996,224,,
70.617389974000005,65,,
70.621556802000001,12,,
70.625723124000004,129,,
70.629890114000005,0,,
70.634057060000004,0,,
70.638223703999998,72,,
70.642390513999999,0,,
70.646557164000001,213,,
70.650724150000002,160,,
70.662404730000006,240,,
70.666571344000005,240,,
70.670737798000005,16,,
70.674904404000003,112,,
70.679070581999994,96,,
70.683237297999995,224,,
70.687403450000005,128,,
70.691570146000004,12,,
70.695736382000007,0,,
70.699903046000003,8,,
70.704070176000002,0,,
70.708236139999997,0,,
70.712402483999995,72,,
70.716568633999998,0,,
70.720735582000003,156,,
70.724901512000002,160,,
73.617407409999998,240,,
73.621574378000005,240,,
73.625741140000002,11,,
73.629908114000003,96,,
73.634074729999995,112,,
73.638241636000004,224,,
73.642408403999994,97,,
73.646575147999997,49,,
73.650741851999996,0,,
73.654908653999996,77,,
73.659075283999996,160,,
73.665464909999997,240,,
73.669631654000000,240,,
73.673797362000002,21,,
73.677963868000006,112,,
73.682130146000006,255,,
73.686296424000005,224,,
73.690462924000002,160,,
73.694629496000005,49,,
73.698795955999998,65,,
73.702962228000004,0,,
73.707129215999998,16,,
73.711295308000004,112,,
73.715461465999994,92,,
73.719627971999998,102,,
73.723794178000006,0,,
73.727960632000006,94,,
73.732126902000005,0,,
73.736293356000004,0,,
73.740460166000005,0,,
73.744626452000006,22,,
73.748792625999997,160,,
75.407804592000005,240,,
75.411971093999995,240,,
75.416137602000006,10,,
75.420304177999995,112,,
75.424470818000003,255,,
75.428636916000002,255,,
75.432803128000003,0,,
75.436969472000001,58,,
75.441136294000003,178,,
75.445302544000000,160,,
80.680658100000002,240,,
80.684825086000004,240,,
80.688991408000007,10,,
80.693157741999997,112,,
80.697324600000002,255,,
80.701490633999995,255,,
80.705656840000003,0,,
80.709823318000005,58,,
80.713990010000003,178,,
80.718156346000001,160,,
85.953511649999996,240,,
85.957677537999999,240,,
85.961844983999995,10,,
85.966011753999993,112,,
85.970178263999998,255,,
85.974344398000000,255,,
85.978510674000006,0,,
85.982677269999996,58,,
85.986843644000004,178,,
85.991009258000005,160,,
91.226365213999998,240,,
91.230532310000001,240,,
91.234698480000006,10,,
91.238864801999995,112,,
91.243031692000002,255,,
91.247197761999999,255,,
91.251364097999996,0,,
91.255530641999997,58,,
91.259697094000003,178,,
91.263863783999994,160,,
96.499219010000004,240,,
96.503385584000000,240,,
96.507552036000007,10,,
96.511718630000004,112,,
96.515885241999996,255,,
96.520051416000001,255,,
96.524217530000001,0,,
96.528384164000002,58,,
96.532550568000005,178,,
96.536716827999996,160,,
